TE_groups_Categorify,TE_ts_day_Categorify,TE_crystal_type_Categorify,TE_ts_month_Categorify,tracking,chemical_x,TE_unnamed_7_Categorify,TE_ts_weekday_Categorify,CE_TE_ts_month_Categorify,CE_TE_ts_day_Categorify,CE_TE_ts_weekday_Categorify,pure_seastone,argon,raw_kryptonite,etherium_before_start,super_hero_group_Categorify,groups
0.9690195014621599,0.7707137710095644,-0.5897327078649583,1.0896371844754762,-1.6852864447182718,0.17041969334695897,0.40726288178993353,0.062217431669114025,0.47472560690421817,-0.452596529269635,3.458910737260051,0.5909815969683961,0.22844383801638352,-0.758849578026971,1.0058181819699186,8,45
-0.011678807196355907,0.8556421407870369,-0.8686155563759389,0.9474943063461699,-1.6815381165735017,0.18794022250514386,0.3445622164434013,-0.321175863684028,0.40466465158975934,-0.5599883612667196,0.6323035261498849,0.3170284739744305,-0.20994814755655478,0.2090272274677498,0.7767280237225491,8,35
0.9974057017204769,0.7053734327470533,-0.750283153169745,0.673474962397316,0.10816902606470123,0.683601394418157,-0.06974187616962252,-0.027770586472649638,0.40336758466769473,-0.6349371343614634,0.2286759995489595,0.8935171438041044,0.8785409406604171,0.16701907999709498,1.4377835195268793,8,45
-0.052048343007728835,0.922151539416969,-0.7872879833354801,0.7691193601343587,0.10839196957453741,1.183333064527773,-0.1401705634967141,-0.015204965268216226,0.3448103587480743,-0.40440512939408874,0.6303340621476156,2.3278447128325688,2.462305153937413,0.17609619499022586,-1.1408274573959205,8,35
0.9447975007091765,0.8785409406604171,-0.5294519705278113,0.7947028189197554,0.10861492385988208,0.26592411923432785,0.09436661106292231,-0.12424989331645922,0.3979346258530375,-0.4054435455357576,1.1118396297972286,0.579806954550217,0.20994814755655478,0.29332605266636713,0.9827251067550878,8,45
-0.06929905144262911,0.75806621258936,-0.5816592932347051,1.0846083829363344,0.10883788894394453,0.24475635965954068,0.2452243095463248,0.039020831412876954,0.4075230069148345,-0.4434394862382071,1.3475384286322147,0.2706599300699862,-0.21040874107952462,0.5394204153935545,0.6316464937376304,8,35
0.91193373216141,0.8483563360611033,-0.863019936157911,0.944259786026848,-1.6778364522225713,0.2513175264550207,-0.9724117259411186,-0.3223977835004769,0.4062229317383863,-0.5590843091820089,0.6296786600393933,0.41640046982438017,0.21640466656813212,0.2314638695804829,0.9175298113101636,2,45
-0.09770240999166181,0.7057359242936996,0.12783186906133948,0.6710512840268429,-1.6741802051027452,-0.7418254531371553,0.6583691074686248,-0.02644754532377428,0.40674279679146036,-0.6379105117388205,0.23006948752668888,0.06575741712798874,-0.21063907131121154,0.2576649185948639,0.0954783070414177,2,35
-0.05536306542614854,0.9283758064259442,-0.053374090649540074,0.7635694645669407,-1.6705681788108013,-1.1448948647968331,-1.0021954569068947,-0.01674777316018968,0.3443141165640383,-0.4057032861639996,0.6286965698858187,-0.4041456616617907,-0.2108694238947225,0.07262091155682472,0.09525594905308434,2,35
-0.08747919121468739,0.8780643731957283,0.013441844448950904,0.8442973565693942,-1.6669992244265837,-0.18543046622237297,-0.5083957311443025,-0.1271600014672077,0.38713836658479356,-0.405963081545485,1.1539789835058996,-0.5539784954214221,0.18816849913826406,0.07572275953162116,0.09503360048384606,2,35
